COD_COMPRA,NOM_CLIENTE,VLR_COMPRA,DAT_COMPRA,BY_INTERNET
700443,Amethyst Burris,8300.74,2011-05-20 02:25:52,0
700444,Oren Mills,8713.49,2013-07-28 01:39:36,0
700445,Juliet Rowland,8982.02,2012-08-30 00:32:03,0
700446,Deirdre Gay,737.97,2018-01-31 02:07:08,0
700447,Kai Howe,8888.00,2017-08-05 19:14:25,1
700448,Emi Waters,533.86,2013-11-16 08:54:15,0
700449,Chelsea Norton,792.25,2013-01-13 20:18:48,1
700450,Phelan Phillips,7772.20,2016-02-16 05:09:27,0
700451,Dominique Parsons,7316.03,2016-07-23 11:27:57,1
700452,Gregory Tanner,352.82,2013-01-13 13:48:47,0
700453,Lilah Burgess,5752.64,2014-11-15 23:03:57,1
700454,Patience Talley,8167.11,2015-06-08 21:49:50,1
700455,Hillary Cleveland,7177.28,2013-08-07 17:59:52,1
700456,Susan Leon,8032.30,2015-12-10 13:32:27,1
700457,Axel Emerson,3251.97,2013-11-27 05:02:38,1
700458,Brendan Keller,337.14,2014-01-24 20:35:14,1
700459,Mary Holt,1853.64,2014-04-12 09:30:07,1
700460,Luke Reilly,3392.97,2012-01-30 03:58:57,1
700461,Chandler Woodard,5916.13,2012-07-05 07:10:26,1
700462,Prescott Rutledge,1367.11,2012-10-30 01:15:31,1
700463,Zachary Hubbard,7701.33,2015-07-25 09:44:00,1
700464,Ulysses Huffman,7959.15,2018-04-05 20:58:14,1
700465,Benjamin Lawson,7264.50,2010-06-26 16:00:14,1
700466,Josiah Welch,7577.85,2010-10-25 18:14:18,1
700467,Luke Moses,9144.40,2015-08-02 10:47:40,0
700468,Alice Peterson,4026.83,2010-07-18 22:26:16,1
700469,Jin Larsen,4041.70,2013-07-13 23:24:13,0
700470,Amir Brown,8358.54,2016-02-22 14:11:49,0
700471,Jesse Andrews,2062.48,2012-05-22 11:42:47,1
700472,Bell Ramirez,6292.06,2012-08-07 07:06:44,0
700473,Ryan Alvarez,1009.52,2013-11-21 05:51:03,1
700474,Hector Huber,9794.98,2011-09-04 09:47:15,1
700475,Willa Hardin,9094.04,2017-03-18 16:21:12,0
700476,Davis Bryant,5000.66,2014-04-04 13:32:34,1
700477,Boris Atkinson,2580.94,2017-04-08 15:39:44,0
700478,Ryan Blackburn,2760.52,2014-08-17 10:31:06,0
700479,Gannon Beck,334.27,2018-02-01 03:38:08,1
700480,Blair Leach,9707.60,2012-03-13 08:26:25,1
700481,Ivana Newton,6944.82,2011-10-06 10:33:58,0
700482,Caryn Ayers,13.36,2015-09-18 12:44:52,1
700483,Kennan Romero,891.17,2010-11-14 03:48:07,1
700484,Maris Mckee,1273.41,2010-11-23 10:13:00,1
700485,Skyler Elliott,7974.94,2017-02-17 12:04:59,1
700486,Idola Wall,2780.46,2016-04-28 04:53:50,0
700487,Rosalyn Hester,1267.08,2013-02-24 16:17:01,0
700488,Daryl Carroll,6937.43,2014-01-08 03:49:24,1
700489,Victor Gutierrez,8817.37,2015-06-28 09:53:49,0
700490,Benedict Grant,535.49,2011-12-17 14:38:50,1
700491,Jared Velez,1191.58,2015-03-02 06:40:20,1
700492,April Guthrie,4594.38,2014-11-01 00:54:54,1
700493,Lara Craig,7581.26,2017-03-24 09:24:54,1
700494,Aladdin Anthony,3335.08,2018-03-20 13:22:09,0
700495,Bo Sargent,8687.96,2014-10-06 11:43:48,1
700496,Baker Richard,2511.99,2016-08-16 06:16:25,0
700497,Emery Chan,8683.25,2015-10-15 01:31:28,1
700498,Magee Fischer,1807.74,2010-06-02 12:01:00,1
700499,Talon Weeks,2109.38,2011-03-13 17:08:40,0
700500,Hakeem Guzman,6546.24,2010-06-30 11:20:25,1
700501,Laurel Sheppard,1143.96,2011-03-25 05:42:07,0
700502,Martena Jones,4669.14,2011-10-16 18:27:47,1
700503,Ainsley Mercado,6811.41,2014-03-03 04:29:39,0
700504,Wesley Willis,496.65,2011-04-08 16:42:34,1
700505,Elizabeth Dudley,920.37,2012-07-26 03:03:34,0
700506,Orli Best,278.74,2011-06-30 05:11:35,1
700507,Miriam Hernandez,2203.40,2012-04-01 10:00:00,0
700508,Inez Mcgowan,7004.44,2015-07-13 02:20:14,1
700509,Declan Munoz,931.12,2014-06-01 21:35:31,0
700510,Kamal Reeves,6282.91,2012-02-14 07:05:11,1
700511,Honorato Carney,6085.91,2016-03-27 12:18:14,0
700512,Octavia Chen,2422.44,2014-04-29 17:04:23,0
700513,Alea Pugh,6897.32,2017-06-09 18:49:10,0
700514,Alexis Hopkins,4990.86,2011-12-07 23:11:04,0
700515,Xerxes Mullins,385.01,2013-08-13 10:01:11,0
700516,Jerome Flowers,3539.27,2012-12-18 15:26:07,1
700517,Donovan Holt,601.07,2013-08-25 15:38:28,1
700518,Scott Green,9050.21,2015-10-17 05:10:25,0
700519,Madeline Roberts,5705.83,2016-07-02 11:33:19,0
700520,Clarke Gay,8431.18,2013-03-17 15:10:04,0
700521,Martena Castillo,3437.83,2010-11-04 10:17:33,0
700522,Joy Petersen,3350.85,2017-04-25 06:29:41,1
700523,Gwendolyn Russell,6118.78,2011-02-20 18:54:43,0
700524,Madeson Clark,5659.20,2016-06-28 02:37:21,1
700525,Veronica Prince,4084.13,2016-01-20 06:31:09,0
700526,Chandler Keith,747.66,2018-04-07 14:41:09,0
700527,Rhonda Gonzales,1170.45,2013-06-30 15:59:20,1
700528,Zephr Ratliff,896.02,2016-02-18 19:21:56,0
700529,Caleb Waller,1943.70,2012-11-08 10:49:02,0
700530,Shad Barnett,7948.55,2013-03-08 05:51:42,0
700531,Christine Guzman,138.80,2014-12-31 09:36:55,1
700532,Harriet Rosario,5252.76,2016-05-21 02:21:39,0
700533,Addison Everett,8433.97,2017-07-26 09:19:56,0
700534,Walter Neal,7598.14,2013-02-19 10:17:52,1
700535,Armando Barton,2672.86,2017-04-14 18:52:46,0
700536,Kennedy Wilkins,1329.02,2011-08-29 23:51:22,0
700537,Camille Gilmore,6827.96,2014-01-13 22:36:20,0
700538,Renee Mann,22.40,2013-10-10 03:38:04,1
700539,Roary Montoya,4522.82,2013-09-07 16:08:07,0
700540,Eaton Mcbride,1732.78,2017-02-04 23:27:22,1
700541,Joy Alston,5347.73,2016-07-29 19:11:35,1
700542,Jolie Miles,2318.12,2011-07-02 17:08:08,1
700543,Samson Ward,5006.39,2014-07-12 15:36:18,1
700544,Honorato Mclean,8914.82,2010-07-08 07:20:53,0
700545,Iola House,6109.18,2016-10-23 22:30:26,1
700546,Philip Cantrell,5926.98,2016-02-22 02:06:42,0
700547,Melinda Melendez,7222.86,2013-08-17 15:16:58,0
700548,Geoffrey Benjamin,736.76,2015-08-18 22:14:13,1
700549,Tarik Pace,3992.55,2012-08-25 11:26:52,1
700550,Charles Romero,1058.65,2011-03-15 20:54:57,0
700551,Castor West,2144.64,2013-06-19 22:04:06,1
700552,Sean Walker,4300.17,2010-11-12 02:31:58,0
700553,Nelle Mcfarland,5663.61,2012-11-30 08:50:45,0
700554,Nash Swanson,5189.04,2011-01-07 07:12:36,1
700555,Forrest Rodgers,5.03,2015-07-21 01:53:28,0
700556,Nita Harrell,275.72,2013-04-27 00:42:32,0
700557,Shaeleigh Thornton,5489.32,2015-02-11 23:42:58,0
700558,Cailin Roberson,8926.23,2017-03-22 19:59:56,0
700559,Zenia Robertson,3912.84,2011-03-17 10:50:41,1
700560,Gabriel Figueroa,9573.76,2012-02-22 07:17:43,1
700561,Clayton Morrison,4831.89,2014-02-09 15:53:50,0
700562,Aimee Potts,542.49,2017-07-06 12:00:52,1
700563,Neville Orr,4260.56,2016-01-30 09:21:26,0
700564,Rowan Everett,2883.80,2011-10-23 19:17:08,0
700565,Sawyer George,3205.58,2017-11-27 13:22:35,0
700566,Marah Austin,4567.31,2013-04-04 07:19:14,1
700567,Uma Nolan,2930.14,2015-01-01 15:59:19,1
700568,August Hutchinson,6300.80,2016-05-06 11:30:12,0
700569,Jamal Frazier,6155.32,2017-01-10 18:56:34,1
700570,Jermaine Wyatt,1096.56,2013-08-11 13:27:18,1
700571,Branden Workman,8009.66,2013-12-28 09:11:56,0
700572,Kylee Harding,983.78,2010-09-03 03:29:04,0
700573,Rama Delaney,1376.22,2010-05-17 10:35:31,0
700574,Robert Leach,7964.72,2015-04-23 00:54:05,0
700575,Merritt Mcknight,8053.34,2018-04-09 10:03:01,1
700576,Colby Alexander,4953.93,2014-10-24 12:19:06,1
700577,Bruno Fulton,3537.58,2018-04-08 20:04:44,1
700578,Kerry Shaw,4712.50,2018-02-24 18:42:14,1
700579,Eagan Ochoa,7096.64,2015-05-01 17:25:24,1
700580,Hiram Mitchell,4777.92,2016-03-13 20:28:03,1
700581,Silas Rivers,2018.33,2016-01-19 17:10:42,0
700582,Abbot Francis,2106.65,2013-12-07 04:49:21,1
700583,Chaney Mcdonald,1497.53,2016-08-25 17:14:44,0
700584,Phoebe Wall,7881.29,2017-09-24 16:12:19,1
700585,Cara Gomez,980.01,2010-10-02 09:58:07,1
700586,Dante Blackburn,7545.63,2017-03-26 15:53:10,0
700587,Thor Cameron,8622.36,2016-02-13 16:44:12,0
700588,Declan Hodges,1184.65,2014-05-10 22:23:10,1
700589,Zorita Clements,5691.32,2012-09-14 17:33:14,1
700590,Graiden Stuart,5569.33,2016-06-26 16:02:11,0
700591,Hedley Rodriquez,2954.52,2015-12-29 22:01:40,0
700592,Zeph Wynn,6388.36,2015-11-20 01:28:11,0
700593,Tate Nelson,9735.48,2013-12-27 00:33:23,0
700594,Ross Schneider,7369.19,2011-12-18 01:19:43,1
700595,Hayfa Fisher,1557.87,2014-10-07 03:39:43,0
700596,Hadley Rice,5360.70,2015-10-21 07:08:16,1
700597,Lacey Maxwell,5013.10,2011-12-29 23:37:59,1
700598,Hilel Lawrence,7124.69,2010-11-25 03:55:07,1
700599,Flavia Peck,1967.43,2016-11-06 20:28:57,0
700600,Amela Dominguez,6174.40,2012-02-01 19:03:00,0
700601,Zenaida Donaldson,811.21,2016-12-31 01:49:43,0
700602,Maia Rogers,432.65,2011-01-30 17:22:59,1
700603,Thomas Roth,2019.04,2017-05-13 16:12:14,0
700604,Scarlet Mejia,5258.21,2014-03-27 02:03:49,0
700605,Uriel Warren,1689.09,2013-10-26 17:20:59,0
700606,Murphy Willis,4220.95,2017-04-04 17:12:23,0
700607,Halla Peters,9133.53,2014-03-10 05:50:06,1
700608,Orson Quinn,1436.26,2011-04-08 12:00:59,0
700609,Isaac Leon,9529.77,2012-09-12 18:11:55,0
700610,Yardley Olson,1680.65,2012-06-04 02:35:46,1
700611,Justine Mccarty,7060.91,2010-11-10 08:49:29,1
700612,Aimee Alvarado,4930.72,2012-01-15 20:24:44,1
700613,Sopoline Moody,5495.06,2012-04-04 02:59:42,1
700614,Giselle Bishop,7206.33,2016-08-02 20:53:49,0
700615,Laith Kim,3905.10,2014-01-28 01:35:18,1
700616,Chiquita Vang,4003.77,2017-06-16 17:06:41,0
700617,Ebony Skinner,2080.92,2011-12-21 17:02:45,1
700618,Alma Torres,7410.87,2014-11-29 03:40:58,0
700619,Sybill Joyce,2380.91,2013-02-23 05:01:54,1
700620,Garrison Pratt,527.03,2012-02-24 00:04:42,0
700621,Amir Luna,9765.60,2014-07-28 19:45:27,1
700622,Ferris Phelps,9160.72,2011-06-11 15:36:55,0
700623,Julie Navarro,4655.72,2017-01-15 05:01:35,0
700624,Oleg Vazquez,1240.34,2014-10-13 03:48:24,0
700625,Gareth Middleton,9279.67,2014-04-26 09:17:05,0
700626,Ivory Cantu,6817.18,2012-03-14 06:08:29,0
700627,Melanie Rosario,5156.74,2018-01-07 12:00:17,0
700628,Fallon Bishop,3733.17,2014-11-11 01:49:12,0
700629,Daquan Swanson,9301.60,2012-08-24 22:35:29,0
700630,Kylee Blackwell,3416.91,2013-08-11 03:31:15,1
700631,Odessa West,92.69,2015-10-19 02:40:37,0
700632,Chastity Ingram,9829.74,2013-09-16 09:51:47,0
700633,Alyssa Farrell,5291.99,2016-03-05 01:23:39,1
700634,Ashton Carey,8368.44,2018-03-31 21:54:16,1
700635,Charlotte Wilder,2151.32,2017-09-17 04:29:13,1
700636,Mikayla Crosby,3096.22,2017-03-10 18:50:34,1
700637,Christine Hardy,9679.73,2014-12-03 11:23:35,0
700638,Conan Dennis,8299.14,2017-01-13 19:58:09,0
700639,Lacota Cline,5328.40,2011-12-26 15:47:53,0
700640,Alexis Stevenson,2427.35,2015-11-01 14:34:24,1
700641,Nasim Fox,8788.73,2012-08-08 21:19:27,0
700642,Seth Flowers,962.67,2015-10-03 18:29:58,0
700643,Brady Mcleod,1954.94,2013-03-20 01:14:40,1
700644,Indigo Herman,9289.33,2017-01-06 03:02:56,1
700645,Melissa Stanley,2311.06,2014-02-18 21:34:19,1
700646,Carlos Mack,3304.64,2017-05-21 10:41:50,1
700647,Tamekah Parks,5285.27,2012-11-06 14:20:45,1
700648,Stuart Cruz,8530.35,2013-11-23 09:48:50,1
700649,Paul Tucker,7079.00,2011-08-12 03:16:15,0
700650,Denise Frank,1860.88,2016-07-16 05:13:26,0
700651,Zenaida Bryan,8519.23,2018-04-25 04:40:01,1
700652,Rylee Leonard,6718.79,2012-05-15 11:24:12,0
700653,Bree Valenzuela,3289.51,2014-12-18 15:39:11,0
700654,Jameson Lucas,7876.18,2011-01-13 08:35:38,1
700655,Colby Gonzales,9626.85,2014-10-08 02:21:22,0
700656,Florence Pratt,6830.10,2010-06-29 02:51:11,0
700657,Magee Bentley,4087.81,2010-08-17 21:44:23,1
700658,Lucas Fuentes,6017.73,2014-06-29 00:41:10,1
700659,Pascale Buckley,5920.91,2012-05-14 20:25:59,1
700660,Rooney Sheppard,9411.18,2015-06-27 04:35:53,1
700661,Adele Rojas,4004.21,2016-08-19 20:15:50,1
700662,George Moore,2065.81,2013-04-21 07:00:46,0
700663,Astra Mcleod,987.71,2012-12-15 19:08:31,1
700664,Stewart King,8229.51,2010-05-15 06:51:08,1
700665,Abra Mcdowell,7030.02,2012-10-28 13:02:43,1
700666,Aquila Martin,9622.95,2011-07-16 21:16:34,1
700667,Eaton Velazquez,1841.17,2012-05-07 02:37:22,0
700668,Axel Kerr,6970.36,2013-09-11 00:01:44,0
700669,Ali Stein,2009.42,2012-10-28 00:07:17,0
700670,Brynne Ochoa,7173.47,2017-04-03 01:22:06,1
700671,Karyn Rose,496.99,2011-07-14 15:21:56,1
700672,Dieter Wheeler,6871.50,2011-02-08 14:18:05,1
700673,Fredericka Wolfe,7473.53,2011-05-31 22:44:38,0
700674,Hiroko Dennis,9750.94,2013-08-28 00:54:17,1
700675,Hilel Meadows,8530.10,2013-04-15 15:27:15,1
700676,Kelsey Turner,5047.43,2011-10-15 14:56:23,1
700677,Clayton Howard,4382.87,2011-08-25 00:27:01,1
700678,Kylee Castro,3087.96,2015-10-24 17:59:39,0
700679,Shafira Bernard,2229.44,2014-01-16 02:52:41,1
700680,Cameran Mccarty,7580.07,2012-08-12 18:10:31,1
700681,Nehru Weiss,3613.21,2011-08-07 09:21:45,0
700682,Quyn Conway,8015.95,2014-09-17 16:39:03,1
700683,Bernard Melton,101.95,2017-12-27 09:53:09,1
700684,Grady Dillard,5829.81,2011-03-14 03:58:59,0
700685,Nadine Mcclain,2892.35,2013-01-16 19:21:07,0
700686,Baxter Strong,720.06,2017-03-03 15:31:54,0
700687,Buckminster Simpson,3427.38,2013-05-26 02:31:13,1
700688,Illiana Small,3816.05,2010-11-27 00:25:02,0
700689,Aiko Perez,1834.83,2012-11-21 02:03:24,1
700690,Wyatt Hale,9804.12,2014-02-25 18:56:01,0
700691,Jerome Flores,9253.12,2018-02-02 15:00:52,0
700692,Dai Brooks,8165.34,2012-02-25 02:09:23,0
700693,Scott Terry,654.39,2016-03-08 11:46:29,1
700694,Ursa Tyler,1904.81,2012-01-22 06:55:37,1
700695,Simone Simpson,5539.51,2012-04-12 19:34:22,1
700696,Lane Lawrence,842.23,2016-03-16 22:31:40,0
700697,Jermaine Greene,6027.89,2014-08-23 03:43:28,0
700698,Elmo Mcguire,8451.46,2016-12-31 07:50:50,0
700699,Galvin Pugh,3596.67,2012-04-03 09:48:33,0
700700,Judith Newman,2656.38,2016-01-06 06:31:49,1
700701,Tatum Cash,4759.61,2013-11-13 23:24:27,1
700702,Samantha Juarez,4196.80,2014-04-22 16:00:18,1
700703,Vanna Hart,9122.52,2013-08-07 09:42:50,0
700704,Theodore Hurley,4181.96,2015-10-07 16:19:59,1
700705,Dane Burnett,604.63,2013-07-22 07:24:01,1
700706,Cruz Sherman,8786.54,2012-07-06 11:03:38,1
700707,Mollie Simmons,1208.32,2016-08-05 06:03:49,0
700708,Hunter Franks,4951.69,2012-06-11 10:53:51,0
700709,Upton Cooke,6023.99,2011-09-07 19:07:36,1
700710,Bo Dejesus,1948.15,2017-08-05 13:19:56,0
700711,Madeson Best,4319.48,2011-03-13 01:35:50,1
700712,Camilla Ayers,8955.48,2016-11-13 22:01:27,1
700713,Daquan Mckay,7111.76,2011-10-19 18:35:14,0
700714,Colleen Moreno,2560.56,2016-06-16 16:21:28,1
700715,Rahim Fulton,5201.09,2010-08-13 05:05:33,0
700716,Alec Kelly,4422.96,2014-01-05 15:27:11,0
700717,Rose Moody,3438.94,2011-02-24 09:21:49,1
700718,Phelan Cortez,1579.87,2016-12-21 12:31:34,1
700719,Adria Cummings,64.58,2013-03-11 17:50:22,0
700720,Drake Hebert,3592.09,2017-12-16 23:11:11,1
700721,Hyatt Obrien,5839.73,2016-08-17 04:39:27,1
700722,Burton Warren,1639.40,2016-09-30 00:12:49,0
700723,Daryl Singleton,2497.09,2016-03-02 13:10:16,1
700724,Dane Washington,1876.05,2018-01-27 11:24:00,1
700725,Cally Murray,5327.71,2013-04-25 05:15:22,0
700726,Aileen Farmer,9862.25,2016-01-20 22:04:17,0
700727,Xavier Davenport,8029.08,2014-03-24 17:43:54,1
700728,Ira Dickerson,7711.49,2017-09-09 13:56:41,0
700729,Jemima Walter,8082.91,2013-03-08 21:51:00,0
700730,Leandra Moran,9571.96,2011-02-08 23:13:23,1
700731,Hanae Washington,6507.64,2011-11-11 04:34:30,1
700732,Colin Dunn,2234.73,2018-03-11 14:26:14,1
700733,Dylan Osborn,8660.18,2012-10-06 15:49:45,1
700734,Stephen Roy,2254.59,2017-07-28 00:48:04,0
700735,Imelda Boyle,4097.88,2012-07-08 15:26:04,1
700736,Dara Barker,1909.00,2015-03-07 19:44:45,1
700737,Cherokee Cote,847.04,2011-11-03 04:39:10,1
700738,Timon Obrien,8572.42,2015-01-14 06:56:13,1
700739,Vielka Norton,7657.67,2012-12-29 00:59:51,0
700740,Keiko Bush,2980.16,2015-08-28 02:08:54,1
700741,Xaviera Beasley,5740.18,2015-07-14 02:52:59,0
700742,Cullen Lang,1646.08,2011-07-27 17:00:25,0
700743,Dexter Robles,6103.13,2014-08-04 18:53:48,0
700744,Jacob Bray,5062.40,2016-08-28 15:24:44,1
700745,Russell Walter,3464.63,2016-04-02 04:51:13,0
700746,Idola Hewitt,2228.71,2011-07-08 21:53:29,0
700747,Jescie Chavez,1889.33,2017-12-11 23:42:29,1
700748,Mikayla Roberts,1644.96,2014-07-20 06:59:27,1
700749,Hadassah Burton,2004.11,2016-06-12 18:59:59,0
700750,Leigh Carr,4201.32,2017-07-04 10:01:31,0
700751,Baxter James,9784.20,2012-06-17 21:05:58,1
700752,Felix Burgess,9930.03,2016-03-15 16:30:40,0
700753,Dara Howell,2588.92,2015-03-29 06:02:11,1
700754,Lois Foreman,4354.87,2015-05-28 11:26:52,0
700755,Quin Herring,5781.51,2015-05-25 12:29:31,1
700756,Rachel Hogan,1631.67,2016-12-09 05:29:10,0
700757,Marvin Rivera,4884.22,2016-09-11 20:00:42,0
700758,Lacey Arnold,2593.85,2014-05-14 13:20:15,0
700759,Akeem Dunlap,5084.97,2014-08-21 01:14:24,0
700760,Cecilia Leonard,5361.75,2015-04-20 08:25:44,0
700761,Bert Kirby,678.66,2016-06-24 02:14:00,0
700762,Flynn Hood,5339.52,2014-11-06 18:43:53,0
700763,Echo Lawson,6243.80,2013-04-11 10:26:30,0
700764,Brenden Romero,4119.33,2013-12-19 15:51:23,0
700765,Abbot Tyson,1953.25,2017-07-19 19:17:32,0
700766,Jack Holder,3378.58,2013-11-15 01:00:33,0
700767,Eagan Dillard,36.18,2015-09-27 22:47:26,0
700768,Yoshio Rollins,214.31,2010-08-29 01:04:48,1
700769,Tamara Michael,5760.05,2017-12-22 17:59:55,0
700770,Lawrence Gomez,5224.32,2015-06-02 08:01:30,0
700771,Prescott Francis,6519.57,2014-07-22 05:48:27,0
700772,William Bowman,8312.34,2017-05-11 01:18:46,1
700773,Ocean Knapp,2697.33,2013-05-20 23:30:15,0
700774,Hyatt Cline,4920.38,2016-03-19 10:22:08,1
700775,Norman Montoya,7470.73,2011-09-16 04:57:39,0
700776,Frances Diaz,9867.32,2016-01-26 06:50:06,1
700777,Camilla Buckley,8827.54,2015-07-06 03:47:56,1
700778,Kaseem Crawford,6883.17,2013-09-28 06:46:40,1
700779,Robert Byers,1530.46,2017-09-05 20:59:47,0
700780,Connor Welch,5958.06,2012-02-16 10:34:43,1
700781,Wing Hodges,6693.23,2017-07-09 04:42:34,0
700782,Zeph Rutledge,5526.63,2010-05-15 15:48:08,0
700783,Peter Frost,6742.29,2017-07-09 04:28:20,1
700784,Zahir Sykes,7751.56,2018-04-05 12:37:44,1
700785,Kiona Zamora,2796.30,2010-07-03 03:34:21,1
700786,Herrod Moore,578.96,2014-07-04 22:11:52,1
700787,Kaye Mason,2884.25,2011-07-03 18:38:54,1
700788,Linus Cantu,8879.90,2017-09-18 19:18:39,1
700789,Chaney Stanley,3188.63,2012-10-26 09:43:39,0
700790,Lacey Schroeder,1297.10,2013-03-10 21:10:23,0
700791,Marshall Langley,9964.43,2013-08-04 03:04:57,0
700792,George Webster,1005.35,2014-04-10 06:47:42,1
700793,Chiquita Cooper,3577.27,2016-03-16 12:48:20,1
700794,Hammett Montoya,8593.83,2017-12-10 07:56:32,1
700795,Moses Blankenship,3566.57,2017-04-08 13:48:45,1
700796,Gay Bernard,3653.23,2017-02-05 02:26:12,0
700797,Warren Bartlett,787.22,2017-04-13 04:32:16,1
700798,Taylor Watts,5685.19,2013-03-25 12:41:36,0
700799,Reagan Pierce,1619.17,2017-09-14 20:02:30,1
700800,Quinn Mcguire,2642.73,2012-10-09 08:51:43,0
700801,Donovan Olson,3167.84,2014-06-03 05:14:05,0
700802,Lee Ayala,1725.19,2016-12-04 09:47:36,0
700803,Gabriel Allen,622.87,2010-07-01 15:43:17,0
700804,Ray Goodman,1624.43,2015-04-28 02:26:23,1
700805,Octavius Craft,7256.70,2012-04-24 10:45:47,0
700806,Haley Delgado,4430.98,2012-12-14 06:08:18,1
700807,Brendan Holden,1226.05,2015-12-27 18:49:12,0
700808,Derek Gilmore,5233.70,2014-04-28 13:52:25,0
700809,Illana Cruz,7052.21,2017-09-07 12:35:44,1
700810,Erasmus Rowland,4837.97,2011-09-21 20:48:23,0
700811,Brittany Contreras,175.95,2013-07-10 21:56:48,1
700812,George Rush,8997.40,2014-09-30 14:22:36,0
700813,Keegan Dale,6331.58,2017-09-15 19:40:57,1
700814,Risa Powers,9311.16,2014-02-10 17:03:25,0
700815,Barry Levine,9065.37,2010-09-22 09:38:41,0
700816,Isadora Delgado,3005.16,2015-09-18 20:04:15,0
700817,Rahim Weber,4309.75,2013-06-19 10:56:34,1
700818,Stella Vargas,9500.19,2014-07-20 21:40:28,1
700819,Nicole Elliott,6360.36,2010-05-16 06:06:34,1
700820,Chester Warren,2508.02,2018-01-28 10:56:16,0
700821,Montana Calderon,1934.22,2016-03-31 05:48:04,1
700822,Howard Foreman,7331.59,2013-06-18 19:33:15,1
700823,Heidi Bennett,999.45,2015-10-30 06:56:48,0
700824,April Palmer,1519.80,2018-01-28 20:56:49,1
700825,Hedwig Maynard,3715.58,2012-07-04 01:39:07,0
700826,Zachery Robbins,5986.37,2013-03-14 20:24:06,0
700827,Dillon Byrd,8701.11,2012-01-20 09:19:51,1
700828,Bradley Lamb,4626.02,2016-11-09 16:41:17,1
700829,Dara Fleming,5091.49,2014-09-06 23:03:59,1
700830,Jerry David,9694.63,2015-05-27 02:08:29,1
700831,Fleur Reilly,3216.33,2017-12-18 23:24:05,0
700832,Lana Booker,5708.15,2012-11-02 16:32:34,1
700833,Uma Calderon,2736.05,2014-06-25 05:25:41,1
700834,Kieran Kelley,4118.73,2016-03-03 04:55:59,0
700835,Hillary Ford,2672.66,2011-09-26 17:58:39,1
700836,Cairo Rowe,5760.24,2018-04-14 22:21:11,1
700837,Chester Horton,8903.76,2013-06-06 05:11:12,0
700838,Cain Blankenship,644.33,2014-02-22 10:37:11,1
700839,Ruby Grant,1506.83,2015-04-20 12:32:03,1
700840,Barclay Matthews,9533.42,2014-09-22 09:56:58,1
700841,Clarke Elliott,7332.20,2011-08-28 17:40:59,0
700842,Francesca Hernandez,7902.67,2014-02-14 01:12:41,1
700843,Eugenia Hull,7994.92,2011-07-09 01:43:32,0
700844,Audra Hampton,8829.86,2018-03-19 09:30:08,1
700845,Evangeline Dillard,7789.29,2013-11-10 00:52:04,0
700846,Hiram Richardson,5463.59,2015-06-12 15:54:29,1
700847,Alika Chaney,8454.08,2012-07-05 05:14:52,0
700848,Gillian Boyer,3672.68,2017-05-11 02:54:42,0
700849,Linus Melendez,7373.02,2015-06-02 21:20:58,0
700850,Darius Hall,8592.53,2010-11-24 09:58:12,1
700851,Wyoming Frazier,203.16,2012-01-08 18:59:13,1
700852,Ezekiel Mueller,1201.18,2016-10-13 08:42:09,0
700853,Teegan Buchanan,8888.92,2011-12-28 12:11:53,1
700854,Griffin Frederick,1845.85,2011-07-18 00:03:40,0
700855,Hedley Cross,1278.94,2013-11-21 00:14:25,0
700856,Zeus Langley,229.28,2015-10-06 16:39:51,0
700857,Gray Walters,9145.87,2017-03-29 18:14:27,1
700858,Steven Reeves,7250.95,2015-12-13 22:12:09,1
700859,Shellie Berg,3820.40,2014-08-31 11:54:05,0
700860,Ryder Galloway,5355.89,2013-01-14 08:30:04,1
700861,Whilemina Joyce,7209.85,2017-02-24 20:42:56,0
700862,Carly Weiss,2963.48,2012-11-04 17:50:13,1
700863,Hiroko Buckley,3406.01,2017-04-13 23:58:48,0
700864,Iris Burton,6594.15,2014-06-28 18:07:15,0
700865,Conan Lott,1587.70,2011-11-18 19:19:13,0
700866,Gil Hines,9714.24,2012-07-20 19:53:46,1
700867,Clark Guzman,7982.64,2017-12-12 07:30:31,1
700868,Ebony Mcintosh,5399.44,2015-08-27 08:47:39,1
700869,Carl Barlow,2675.87,2015-01-06 03:09:50,1
700870,Bernard Moreno,7976.67,2017-02-16 14:11:41,0
700871,Fallon Aguirre,4741.79,2018-02-24 10:03:11,0
700872,Nissim Rodriquez,8214.05,2010-10-20 05:33:24,0
700873,Lionel Hull,8664.46,2017-12-14 07:13:29,0
700874,Arthur Workman,255.91,2011-09-26 07:57:37,1
700875,Octavia Long,6544.97,2010-07-14 15:36:13,1
700876,Alvin Lara,4960.13,2013-10-24 14:24:31,1
700877,Maxwell Ruiz,6223.17,2010-09-01 20:23:27,1
700878,Sybill Browning,9339.38,2016-02-18 19:48:43,0
700879,Whilemina Velazquez,4859.28,2015-09-02 11:40:27,1
700880,Malcolm Ware,3496.66,2010-08-14 22:52:02,1
700881,Montana Franklin,3201.64,2017-12-08 13:49:40,0
700882,Dieter Hensley,4341.49,2010-10-31 07:13:01,1
700883,Fritz Callahan,9428.67,2010-11-18 07:28:24,1
700884,Theodore Guy,3633.53,2015-08-24 23:57:34,1
